,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.049867,0.031336,0.0,0.027327,0.050077,0.069758,0.129214
dr-ibt,300.0,0.074225,0.022274,0.016567,0.059629,0.072836,0.087311,0.144494
dr-ibt (tau=0),300.0,0.078968,0.071304,0.000112,0.027215,0.063465,0.117174,0.391324
dm,300.0,0.373443,0.013441,0.338741,0.365027,0.373724,0.382308,0.412567
dr,300.0,0.072578,0.022895,0.023155,0.055769,0.07211,0.087102,0.14166
mrdr,300.0,0.072375,0.022978,0.01887,0.05571,0.06944,0.085584,0.158633
dr-os (oracle),300.0,0.075847,0.02116,0.026745,0.061251,0.075793,0.090117,0.139281
dr-os,300.0,0.075847,0.02116,0.026745,0.061251,0.075793,0.090117,0.139281
switch-dr (oracle),300.0,0.071505,0.021871,0.016543,0.055921,0.071043,0.086751,0.139264
switch-dr,300.0,0.071836,0.022024,0.016543,0.05628,0.071934,0.087048,0.139264
