,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.086797,0.076908,0.0,0.030988,0.065278,0.128876,0.374144
dr-ibt,300.0,0.151914,0.101588,0.000564,0.065833,0.133759,0.210418,0.472696
dr-ibt (tau=0),300.0,0.328538,0.04288,0.235957,0.296307,0.322582,0.359706,0.450061
dm,300.0,0.367357,0.046449,0.23503,0.338413,0.369701,0.398061,0.478396
dr,300.0,0.096092,0.093059,0.0,0.026391,0.073904,0.137341,0.784691
mrdr,300.0,0.092123,0.089427,2.7e-05,0.023356,0.067639,0.130524,0.532244
dr-os (oracle),300.0,0.093446,0.07841,1e-06,0.030518,0.076614,0.134672,0.411917
dr-os,300.0,0.093777,0.079353,1e-06,0.030518,0.076614,0.134672,0.423
switch-dr (oracle),300.0,0.088622,0.077979,1e-05,0.025359,0.071923,0.133981,0.385758
switch-dr,300.0,0.096117,0.087319,1e-05,0.026415,0.074839,0.143209,0.536811
