,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.045701,0.026361,0.0,0.026478,0.052613,0.06566,0.108368
dr-ibt,300.0,0.068818,0.013378,0.033385,0.060008,0.068391,0.076977,0.108525
dr-ibt (tau=0),300.0,0.073732,0.067944,0.000134,0.026295,0.062102,0.113752,0.474646
dm,300.0,0.362527,0.007842,0.341808,0.35718,0.362445,0.368136,0.38918
dr,300.0,0.067166,0.012397,0.036503,0.058307,0.067042,0.0745,0.103038
mrdr,300.0,0.0676,0.010548,0.041187,0.060676,0.066707,0.074002,0.106443
dr-os (oracle),300.0,0.071637,0.013501,0.037845,0.061869,0.071413,0.08023,0.111097
dr-os,300.0,0.071637,0.013501,0.037845,0.061869,0.071413,0.08023,0.111097
switch-dr (oracle),300.0,0.068214,0.012496,0.04066,0.059279,0.06832,0.07729,0.103213
switch-dr,300.0,0.068471,0.01254,0.04066,0.059576,0.068624,0.07785,0.103213
