,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.069542,0.013895,0.035903,0.059699,0.068444,0.079248,0.110263
dr-ibt,300.0,0.070268,0.014309,0.039227,0.0597,0.06926,0.078873,0.113388
dr-ibt (tau=0),300.0,0.33175,0.008533,0.309469,0.326168,0.331544,0.337852,0.355893
dm,300.0,0.369782,0.0075,0.351896,0.364519,0.369283,0.374935,0.394698
dr,300.0,0.070053,0.013,0.032491,0.061174,0.069923,0.077868,0.115571
mrdr,300.0,0.069459,0.011621,0.037669,0.061233,0.069175,0.077146,0.104438
dr-os (oracle),300.0,0.072141,0.013418,0.038779,0.062451,0.071035,0.082043,0.114619
dr-os,300.0,0.072141,0.013418,0.038779,0.062451,0.071035,0.082043,0.114619
switch-dr (oracle),300.0,0.068959,0.013369,0.034211,0.058732,0.068771,0.078394,0.116613
switch-dr,300.0,0.069115,0.013431,0.034211,0.059105,0.068905,0.078394,0.116613
