,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.080197,0.048097,0.001442,0.041035,0.072984,0.110588,0.248221
dr-ibt,300.0,0.094947,0.05274,0.00457,0.055356,0.087316,0.125864,0.310741
dr-ibt (tau=0),300.0,0.331322,0.027828,0.254381,0.311651,0.329944,0.348545,0.403594
dm,300.0,0.369978,0.027763,0.303358,0.351611,0.369489,0.390064,0.458824
dr,300.0,0.075801,0.048207,0.001172,0.039979,0.070585,0.100595,0.257397
mrdr,300.0,0.078523,0.051038,1e-06,0.040989,0.071356,0.107472,0.279576
dr-os (oracle),300.0,0.081118,0.045677,0.004105,0.045697,0.07677,0.112828,0.251119
dr-os,300.0,0.081118,0.045677,0.004105,0.045697,0.07677,0.112828,0.251119
switch-dr (oracle),300.0,0.078577,0.04768,0.00029,0.040024,0.071356,0.105732,0.297903
switch-dr,300.0,0.080662,0.049272,0.00029,0.041632,0.072104,0.108278,0.297903
