,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000173,0.000863,0.0,1e-06,3e-06,8e-06,0.010831
dr-ibt,300.0,0.072495,0.022341,0.028717,0.055678,0.071275,0.086165,0.164079
dr-ibt (tau=0),300.0,0.000353,0.000797,1e-06,0.000108,0.000237,0.000361,0.011093
dm,300.0,0.370944,0.013195,0.328332,0.362163,0.369979,0.379555,0.422397
dr,300.0,0.072312,0.021913,0.022001,0.056261,0.07178,0.084945,0.19079
mrdr,300.0,0.072095,0.023369,0.020362,0.054912,0.070291,0.084071,0.163654
dr-os (oracle),300.0,0.077321,0.022528,0.030168,0.061734,0.076451,0.090742,0.164799
dr-os,300.0,0.077321,0.022528,0.030168,0.061734,0.076451,0.090742,0.164799
switch-dr (oracle),300.0,0.072925,0.022526,0.01047,0.055958,0.073145,0.085631,0.154373
switch-dr,300.0,0.07342,0.022734,0.01047,0.056442,0.073145,0.086231,0.157269
