,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.085791,0.070368,0.0,0.034384,0.070718,0.118341,0.340139
dr-ibt,300.0,0.139404,0.086748,7.2e-05,0.074696,0.131762,0.182311,0.530148
dr-ibt (tau=0),300.0,0.314929,0.045487,0.192129,0.282746,0.313004,0.341618,0.454991
dm,300.0,0.349617,0.043779,0.23539,0.320271,0.349769,0.377586,0.479151
dr,300.0,0.085935,0.080656,3e-06,0.025921,0.066753,0.121325,0.538512
mrdr,300.0,0.085775,0.085273,6e-06,0.02595,0.060296,0.120717,0.559992
dr-os (oracle),300.0,0.085344,0.075836,0.0,0.026584,0.064701,0.130913,0.356037
dr-os,300.0,0.085553,0.075696,0.0,0.027216,0.064701,0.130913,0.356037
switch-dr (oracle),300.0,0.078448,0.074156,6.5e-05,0.023114,0.061706,0.109548,0.361424
switch-dr,300.0,0.083778,0.081232,6.5e-05,0.024507,0.063363,0.114471,0.495641
